classification;digit;code;OJI;OPI;OSI;CAI
kldb92;3;841;8;6;10;6
kldb92;3;842;6;6;7;6
kldb92;3;843;7;6;8;6
kldb92;3;844;6;6;7;6
kldb92;3;851;6;6;7;5
kldb92;3;852;6;6;5;5
kldb92;3;853;9;8;10;6
kldb92;3;854;10;9;10;6
kldb92;3;855;6;5;6;6
kldb92;3;856;4;5;4;5
kldb92;3;857;6;6;8;6
kldb92;3;858;6;6;6;6
kldb92;3;859;4;4;2;5
kldb92;3;861;4;4;6;5
kldb92;3;862;5;5;5;4
kldb92;3;863;5;5;5;2
kldb92;3;864;8;7;9;4
kldb92;3;865;6;6;7;5
kldb92;3;866;6;6;8;5
kldb92;3;867;5;6;4;4
kldb92;3;868;3;3;3;3
kldb92;3;869;4;4;4;5
kldb92;3;870;5;4;7;2
kldb92;3;871;4;4;4;2
kldb92;3;872;5;4;7;3
kldb92;3;873;5;5;5;4
kldb92;3;874;5;4;6;4
kldb92;3;875;5;4;5;4
kldb92;3;876;6;6;5;5
kldb92;3;878;5;5;7;6
kldb92;3;879;4;4;4;3
kldb92;3;880;2;3;1;5
kldb92;3;881;1;2;1;2
kldb92;3;882;4;4;3;5
kldb92;3;883;3;4;2;5
kldb92;3;884;2;2;2;3
kldb92;3;885;3;3;2;2
kldb92;3;886;2;2;1;1
kldb92;3;887;2;2;1;2
kldb92;3;891;4;3;8;1
kldb92;3;894;5;4;8;2
kldb92;3;901;6;7;4;10
kldb92;3;902;4;5;3;8
kldb92;3;911;7;7;9;8
kldb92;3;912;9;8;10;8
kldb92;3;914;7;6;10;7
kldb92;3;915;7;7;8;9
kldb92;3;921;5;6;4;7
kldb92;3;923;6;7;5;7
kldb92;3;931;10;9;9;9
kldb92;3;934;9;9;8;8
kldb92;3;935;9;10;7;10
kldb92;3;936;10;10;8;9
kldb92;3;937;10;10;9;9
kldb92;3;971;4;4;4;8
kldb92;3;982;3;4;3;6
kldb92;3;993;4;5;3;5
kldb92;3;994;4;6;1;5
kldb92;3;995;4;5;2;5
kldb92;3;997;4;5;2;5
kldb92;4;110;7;7;4;8
kldb92;4;111;7;8;4;9
kldb92;4;114;7;8;4;9
kldb92;4;120;7;8;5;8
kldb92;4;130;7;9;5;10
kldb92;4;133;7;8;5;9
kldb92;4;137;9;10;7;10
kldb92;4;140;7;8;6;9
kldb92;4;230;8;9;7;9
kldb92;4;231;10;10;8;8
kldb92;4;232;9;9;8;9
kldb92;4;234;8;9;7;9
kldb92;4;235;9;9;7;9
kldb92;4;236;9;9;7;9
kldb92;4;237;8;8;7;9
kldb92;4;238;9;10;7;9
kldb92;4;240;8;9;7;9
kldb92;4;242;8;8;7;8
kldb92;4;244;8;9;7;9
kldb92;4;245;8;9;7;9
kldb92;4;246;8;9;7;9
kldb92;4;311;6;6;7;7
kldb92;4;320;4;4;6;7
kldb92;4;323;5;5;6;8
kldb92;4;324;4;4;5;7
kldb92;4;325;4;4;5;7
kldb92;4;326;4;4;5;7
kldb92;4;510;8;10;3;8
kldb92;4;511;8;10;3;9
kldb92;4;512;8;10;3;7
kldb92;4;513;7;9;3;8
kldb92;4;515;7;8;2;7
kldb92;4;517;8;9;3;7
kldb92;4;518;7;9;2;8
kldb92;4;519;8;10;3;8
kldb92;4;521;3;4;2;5
kldb92;4;523;3;4;2;5
kldb92;4;524;4;6;2;6
kldb92;4;529;4;5;2;6
kldb92;4;530;6;7;4;5
kldb92;4;531;6;7;3;5
kldb92;4;537;6;7;4;5
kldb92;4;611;5;6;4;7
kldb92;4;613;6;7;4;7
kldb92;4;614;4;5;3;6
kldb92;4;619;5;7;3;7
kldb92;4;621;9;10;2;9
kldb92;4;622;8;10;2;8
kldb92;4;623;7;10;3;8
kldb92;4;700;10;10;8;10
kldb92;4;707;10;10;8;10
kldb92;4;711;10;10;8;10
kldb92;4;715;9;9;8;9
kldb92;4;718;9;9;8;9
kldb92;4;721;10;10;9;10
kldb92;4;801;6;7;6;9
kldb92;4;806;6;7;6;9
kldb92;4;807;7;8;6;10
kldb92;4;1010;8;10;2;10
kldb92;4;1011;9;10;2;10
kldb92;4;1012;9;10;2;10
kldb92;4;1013;9;10;2;10
kldb92;4;1015;9;10;2;10
kldb92;4;1017;9;10;3;10
kldb92;4;1018;9;10;2;10
kldb92;4;1121;10;10;9;10
kldb92;4;1124;10;10;8;10
kldb92;4;1210;9;10;6;10
kldb92;4;1211;9;10;7;10
kldb92;4;1214;9;10;6;10
kldb92;4;1217;9;10;7;10
kldb92;4;1310;10;9;10;10
kldb92;4;1312;10;10;9;10
kldb92;4;1317;9;10;8;10
kldb92;4;1319;9;10;8;10
kldb92;4;1350;7;8;6;10
kldb92;4;1351;7;8;6;10
kldb92;4;1356;7;8;6;10
kldb92;4;1359;7;9;6;10
kldb92;4;1410;8;8;8;9
kldb92;4;1411;8;7;9;8
kldb92;4;1413;7;6;8;8
kldb92;4;1414;8;7;8;8
kldb92;4;1415;7;6;8;8
kldb92;4;1417;8;7;9;8
kldb92;4;1419;8;7;9;8
kldb92;4;1421;7;7;6;8
kldb92;4;1427;6;7;5;8
kldb92;4;1450;8;8;8;9
kldb92;4;1451;8;8;8;10
kldb92;4;1453;8;8;8;9
kldb92;4;1457;8;8;8;10
kldb92;4;1458;8;9;7;10
kldb92;4;1500;9;10;8;10
kldb92;4;1501;9;9;8;9
kldb92;4;1507;8;8;8;10
kldb92;4;1520;9;9;9;8
kldb92;4;1523;8;9;8;8
kldb92;4;1524;8;8;9;9
kldb92;4;1525;7;8;8;8
kldb92;4;1527;8;9;9;8
kldb92;4;1530;8;7;8;10
kldb92;4;1610;10;9;10;10
kldb92;4;1613;9;8;9;9
kldb92;4;1614;9;8;10;8
kldb92;4;1617;9;9;9;8
kldb92;4;1620;8;8;8;9
kldb92;4;1621;8;8;8;9
kldb92;4;1627;8;7;9;9
kldb92;4;1647;7;7;7;8
kldb92;4;1710;3;3;5;5
kldb92;4;1711;4;3;7;6
kldb92;4;1715;3;3;5;6
kldb92;4;1718;4;4;6;6
kldb92;4;1720;6;5;7;7
kldb92;4;1722;6;6;7;8
kldb92;4;1723;5;6;7;8
kldb92;4;1730;7;7;8;8
kldb92;4;1740;8;8;8;9
kldb92;4;1741;9;9;9;8
kldb92;4;1742;8;8;8;9
kldb92;4;1743;9;9;9;10
kldb92;4;1749;8;8;9;9
kldb92;4;1751;9;9;10;10
kldb92;4;1753;10;9;10;9
kldb92;4;1762;5;5;7;8
kldb92;4;1780;9;9;10;8
kldb92;4;1782;9;9;10;9
kldb92;4;1790;8;8;8;8
kldb92;4;1793;9;9;9;9
kldb92;4;1795;8;7;9;9
kldb92;4;1810;6;9;3;10
kldb92;4;1812;6;9;3;10
kldb92;4;1817;6;9;3;10
kldb92;4;1910;10;10;10;10
kldb92;4;1912;9;10;9;10
kldb92;4;1914;10;10;10;10
kldb92;4;1915;9;9;9;10
kldb92;4;1916;10;10;9;10
kldb92;4;1943;10;9;10;10
kldb92;4;1944;10;9;10;10
kldb92;4;1945;10;10;10;10
kldb92;4;2010;10;10;9;10
kldb92;4;2013;10;10;9;10
kldb92;4;2014;10;10;9;10
kldb92;4;2015;10;10;9;10
kldb92;4;2018;10;10;9;10
kldb92;4;2019;10;10;9;10
kldb92;4;2111;10;10;9;9
kldb92;4;2113;9;8;8;9
kldb92;4;2121;6;7;5;10
kldb92;4;2125;6;7;5;9
kldb92;4;2129;6;8;5;10
kldb92;4;2132;8;10;6;8
kldb92;4;2133;8;9;5;8
kldb92;4;2200;9;9;9;9
kldb92;4;2210;9;9;9;9
kldb92;4;2211;9;9;9;9
kldb92;4;2217;10;10;9;10
kldb92;4;2220;8;8;7;8
kldb92;4;2221;8;9;8;8
kldb92;4;2229;9;9;8;9
kldb92;4;2240;10;10;10;10
kldb92;4;2241;10;10;10;10
kldb92;4;2247;10;10;10;10
kldb92;4;2249;10;10;10;10
kldb92;4;2250;9;9;9;10
kldb92;4;2251;8;8;8;8
kldb92;4;2253;8;8;9;8
kldb92;4;2254;7;8;7;9
kldb92;4;2258;6;7;6;9
kldb92;4;2292;9;9;8;10
kldb92;4;2295;9;9;8;10
kldb92;4;2310;10;10;8;10
kldb92;4;2319;10;10;8;10
kldb92;4;2331;9;10;7;10
kldb92;4;2337;9;10;7;10
kldb92;4;2340;10;10;8;10
kldb92;4;2347;10;10;7;10
kldb92;4;2349;10;10;8;10
kldb92;4;2351;10;10;8;10
kldb92;4;2359;10;10;7;10
kldb92;4;2410;10;10;8;10
kldb92;4;2412;10;10;8;10
kldb92;4;2414;9;10;7;10
kldb92;4;2451;6;6;7;10
kldb92;4;2455;6;7;6;10
kldb92;4;2457;5;6;5;9
kldb92;4;2459;6;7;6;10
kldb92;4;2500;8;10;5;9
kldb92;4;2520;10;10;6;9
kldb92;4;2521;10;10;7;8
kldb92;4;2540;10;10;7;10
kldb92;4;2541;9;10;3;9
kldb92;4;2542;8;10;4;9
kldb92;4;2543;9;10;4;10
kldb92;4;2547;10;10;6;10
kldb92;4;2549;9;10;5;10
kldb92;4;2550;10;10;7;10
kldb92;4;2551;10;10;5;10
kldb92;4;2553;10;10;7;10
kldb92;4;2557;10;10;9;10
kldb92;4;2559;10;10;7;10
kldb92;4;2560;9;10;6;10
kldb92;4;2563;10;10;6;10
kldb92;4;2591;10;10;5;10
kldb92;4;2610;7;8;3;9
kldb92;4;2613;8;9;5;9
kldb92;4;2614;8;9;4;8
kldb92;4;2640;10;10;4;10
kldb92;4;2642;10;10;6;10
kldb92;4;2643;10;10;6;10
kldb92;4;2649;8;9;4;9
kldb92;4;2650;9;10;7;10
kldb92;4;2651;8;9;4;10
kldb92;4;2661;9;10;5;9
kldb92;4;2667;9;10;5;10
kldb92;4;2671;10;10;3;10
kldb92;4;2680;10;10;6;10
kldb92;4;2681;10;10;6;10
kldb92;4;2682;10;10;7;10
kldb92;4;2690;9;9;7;8
kldb92;4;2691;9;10;7;9
kldb92;4;2697;6;6;7;8
kldb92;4;2700;9;9;7;9
kldb92;4;2730;8;9;6;9
kldb92;4;2731;10;10;9;9
kldb92;4;2732;8;10;7;9
kldb92;4;2733;9;10;8;9
kldb92;4;2737;8;9;7;9
kldb92;4;2739;10;10;8;10
kldb92;4;2740;9;10;5;10
kldb92;4;2741;10;10;7;9
kldb92;4;2760;9;10;7;9
kldb92;4;2769;10;10;7;10
kldb92;4;2781;8;8;7;9
kldb92;4;2782;9;9;8;9
kldb92;4;2810;10;10;8;9
kldb92;4;2811;8;8;9;8
kldb92;4;2812;9;9;9;9
kldb92;4;2813;8;7;9;8
kldb92;4;2817;10;8;10;8
kldb92;4;2819;8;8;8;9
kldb92;4;2821;8;10;4;9
kldb92;4;2830;10;10;8;9
kldb92;4;2833;9;8;8;8
kldb92;4;2835;8;8;8;9
kldb92;4;2839;9;9;7;9
kldb92;4;2870;9;9;8;9
kldb92;4;2871;10;10;7;10
kldb92;4;2872;10;10;8;10
kldb92;4;2877;10;9;10;8
kldb92;4;2879;9;9;8;9
kldb92;4;2900;7;8;6;8
kldb92;4;2907;6;7;6;8
kldb92;4;2921;6;7;6;8
kldb92;4;2924;6;7;7;8
kldb92;4;2931;7;8;7;8
kldb92;4;2944;7;8;6;9
kldb92;4;2953;7;5;9;7
kldb92;4;2954;6;6;8;7
kldb92;4;3000;4;4;2;7
kldb92;4;3002;7;9;5;8
kldb92;4;3004;4;5;3;8
kldb92;4;3008;4;6;3;8
kldb92;4;3009;5;6;3;8
kldb92;4;3021;4;5;2;8
kldb92;4;3022;4;5;2;9
kldb92;4;3031;4;6;3;10
kldb92;4;3037;4;5;3;10
kldb92;4;3041;3;4;2;6
kldb92;4;3052;6;9;2;10
kldb92;4;3053;5;7;2;10
kldb92;4;3054;4;6;2;9
kldb92;4;3071;4;5;2;10
kldb92;4;3072;4;5;2;10
kldb92;4;3081;4;5;3;8
kldb92;4;3094;5;6;4;10
kldb92;4;3098;5;6;4;9
kldb92;4;3099;5;6;3;10
kldb92;4;3100;8;9;5;9
kldb92;4;3107;7;8;5;8
kldb92;4;3110;7;8;6;9
kldb92;4;3111;8;8;8;8
kldb92;4;3112;8;7;8;9
kldb92;4;3113;6;6;5;8
kldb92;4;3114;6;7;6;8
kldb92;4;3117;6;6;7;9
kldb92;4;3120;5;5;5;7
kldb92;4;3122;5;6;6;7
kldb92;4;3123;6;7;6;7
kldb92;4;3125;6;6;5;8
kldb92;4;3129;6;6;5;7
kldb92;4;3130;7;8;6;10
kldb92;4;3131;7;8;5;10
kldb92;4;3132;6;6;5;9
kldb92;4;3134;6;7;4;10
kldb92;4;3151;5;5;5;8
kldb92;4;3153;4;4;3;8
kldb92;4;3160;6;6;7;8
kldb92;4;3161;5;5;6;8
kldb92;4;3162;6;6;7;8
kldb92;4;3163;6;6;7;8
kldb92;4;3165;8;7;9;8
kldb92;4;3167;6;6;8;8
kldb92;4;3168;6;6;7;8
kldb92;4;3169;6;6;7;8
kldb92;4;3170;6;6;8;8
kldb92;4;3171;5;5;7;7
kldb92;4;3175;5;5;7;7
kldb92;4;3181;8;9;6;9
kldb92;4;3219;6;6;9;8
kldb92;4;3221;6;6;9;8
kldb92;4;3229;7;6;9;8
kldb92;4;3231;9;9;9;8
kldb92;4;3232;9;10;8;8
kldb92;4;3237;8;8;7;8
kldb92;4;3239;7;8;8;9
kldb92;4;3310;9;9;7;10
kldb92;4;3311;8;8;7;9
kldb92;4;3312;10;10;8;10
kldb92;4;3317;9;10;7;10
kldb92;4;3321;10;10;9;10
kldb92;4;3327;10;10;9;10
kldb92;4;3410;7;8;6;7
kldb92;4;3411;7;7;7;8
kldb92;4;3413;6;7;6;8
kldb92;4;3415;7;7;7;8
kldb92;4;3510;4;4;5;5
kldb92;4;3513;3;4;4;6
kldb92;4;3516;4;4;4;6
kldb92;4;3522;4;5;4;6
kldb92;4;3530;6;6;6;8
kldb92;4;3533;6;6;7;8
kldb92;4;3541;5;5;6;6
kldb92;4;3580;3;4;4;8
kldb92;4;3590;7;8;7;8
kldb92;4;3591;6;7;6;7
kldb92;4;3597;6;7;6;8
kldb92;4;3610;5;4;6;8
kldb92;4;3720;7;10;4;10
kldb92;4;3722;6;10;3;10
kldb92;4;3737;8;9;6;10
kldb92;4;3741;9;10;6;10
kldb92;4;3743;9;10;6;10
kldb92;4;3745;9;10;6;10
kldb92;4;3787;9;10;4;10
kldb92;4;3910;9;9;9;10
kldb92;4;3911;9;9;9;10
kldb92;4;3914;9;8;10;9
kldb92;4;3917;9;7;10;9
kldb92;4;3918;10;9;9;10
kldb92;4;3920;7;7;7;8
kldb92;4;3921;8;8;8;9
kldb92;4;3923;8;8;8;9
kldb92;4;3930;7;7;8;9
kldb92;4;3931;7;7;8;8
kldb92;4;3932;8;6;9;8
kldb92;4;3937;7;7;8;9
kldb92;4;4010;8;9;6;7
kldb92;4;4012;8;9;7;6
kldb92;4;4013;8;9;6;7
kldb92;4;4014;8;9;6;7
kldb92;4;4017;7;8;6;6
kldb92;4;4110;9;9;9;10
kldb92;4;4114;8;8;8;9
kldb92;4;4115;8;7;8;8
kldb92;4;4116;8;8;8;9
kldb92;4;4117;9;9;9;8
kldb92;4;4212;9;9;8;9
kldb92;4;4217;10;9;8;9
kldb92;4;4230;9;9;9;9
kldb92;4;4233;10;10;9;10
kldb92;4;4237;10;9;9;9
kldb92;4;4240;10;10;9;10
kldb92;4;4243;10;10;9;10
kldb92;4;4247;10;9;9;10
kldb92;4;4310;8;7;8;8
kldb92;4;4313;8;7;8;8
kldb92;4;4317;8;7;8;8
kldb92;4;4350;10;10;9;10
kldb92;4;4351;8;8;8;9
kldb92;4;4353;10;10;9;10
kldb92;4;4357;9;9;9;8
kldb92;4;4401;9;10;2;10
kldb92;4;4402;8;10;2;10
kldb92;4;4403;9;10;4;9
kldb92;4;4404;9;10;3;10
kldb92;4;4410;9;10;1;10
kldb92;4;4411;8;10;2;9
kldb92;4;4413;9;10;3;10
kldb92;4;4414;9;10;2;10
kldb92;4;4416;8;10;2;9
kldb92;4;4420;9;10;4;10
kldb92;4;4421;8;9;4;10
kldb92;4;4423;8;10;4;10
kldb92;4;4425;8;10;4;10
kldb92;4;4431;10;10;5;9
kldb92;4;4437;10;10;3;10
kldb92;4;4601;10;10;7;10
kldb92;4;4602;10;10;7;10
kldb92;4;4603;10;10;7;10
kldb92;4;4610;10;10;5;10
kldb92;4;4611;10;10;5;10
kldb92;4;4613;10;10;5;10
kldb92;4;4615;10;10;4;10
kldb92;4;4617;9;10;4;10
kldb92;4;4631;10;10;7;10
kldb92;4;4637;10;10;8;10
kldb92;4;4653;9;10;4;8
kldb92;4;4661;10;10;7;10
kldb92;4;4663;10;10;6;10
kldb92;4;4664;10;10;6;10
kldb92;4;4721;7;10;1;9
kldb92;4;4729;7;10;1;10
kldb92;4;4810;9;10;2;10
kldb92;4;4811;10;10;3;10
kldb92;4;4820;10;10;6;10
kldb92;4;4822;10;10;5;10
kldb92;4;4823;10;10;5;10
kldb92;4;4824;9;10;4;10
kldb92;4;4829;10;10;5;10
kldb92;4;4830;10;10;5;10
kldb92;4;4831;10;10;4;10
kldb92;4;4832;10;10;4;10
kldb92;4;4840;10;10;5;10
kldb92;4;4842;9;10;5;10
kldb92;4;4850;8;9;3;9
kldb92;4;4851;8;9;3;9
kldb92;4;4852;8;10;3;8
kldb92;4;4853;8;10;2;9
kldb92;4;4862;10;10;4;10
kldb92;4;4864;9;10;3;10
kldb92;4;4870;9;10;3;10
kldb92;4;4871;10;10;3;10
kldb92;4;4874;10;10;3;10
kldb92;4;4877;9;10;3;10
kldb92;4;4880;10;10;3;10
kldb92;4;4881;10;10;4;10
kldb92;4;4885;10;10;6;10
kldb92;4;4910;5;7;3;8
kldb92;4;4913;6;9;3;8
kldb92;4;4915;8;10;5;10
kldb92;4;4920;5;7;3;8
kldb92;4;4926;5;6;5;8
kldb92;4;5010;8;9;4;10
kldb92;4;5012;10;10;5;10
kldb92;4;5013;9;10;6;10
kldb92;4;5014;8;10;4;8
kldb92;4;5015;9;10;6;9
kldb92;4;5021;9;9;8;10
kldb92;4;5022;10;10;8;10
kldb92;4;5029;10;10;8;10
kldb92;4;5050;8;8;7;9
kldb92;4;5051;9;9;8;9
kldb92;4;5052;8;8;7;9
kldb92;4;5054;10;10;9;9
kldb92;4;5055;10;9;8;9
kldb92;4;5057;9;9;8;8
kldb92;4;5061;10;10;8;10
kldb92;4;5063;10;10;8;10
kldb92;4;5101;9;10;4;10
kldb92;4;5110;9;10;3;10
kldb92;4;5113;10;10;4;10
kldb92;4;5114;10;10;6;10
kldb92;4;5119;10;10;4;10
kldb92;4;5120;10;10;9;10
kldb92;4;5123;9;10;9;10
kldb92;4;5126;9;10;8;10
kldb92;4;5129;10;10;8;10
kldb92;4;5210;6;7;7;6
kldb92;4;5211;7;8;6;6
kldb92;4;5212;6;6;8;8
kldb92;4;5213;7;7;7;7
kldb92;4;5215;6;6;6;6
kldb92;4;5220;7;8;6;8
kldb92;4;5221;6;6;6;7
kldb92;4;5223;7;7;8;7
kldb92;4;5224;8;8;8;7
kldb92;4;5225;9;9;8;8
kldb92;4;5226;9;8;9;8
kldb92;4;5227;7;7;7;6
kldb92;4;5229;7;8;7;6
kldb92;4;5230;8;7;9;7
kldb92;4;5231;8;7;8;8
kldb92;4;5232;8;7;9;6
kldb92;4;5311;6;6;7;7
kldb92;4;5312;9;8;10;9
kldb92;4;5313;10;9;10;9
kldb92;4;5314;9;8;10;8
kldb92;4;5315;9;9;9;8
kldb92;4;5319;10;9;10;8
kldb92;4;5400;10;9;10;9
kldb92;4;5410;7;7;8;9
kldb92;4;5413;7;6;9;8
kldb92;4;5414;8;7;9;8
kldb92;4;5440;8;8;9;9
kldb92;4;5446;8;9;7;9
kldb92;4;5450;7;8;8;10
kldb92;4;5452;7;8;7;10
kldb92;4;5460;8;9;8;10
kldb92;4;5464;8;9;8;8
kldb92;4;5491;8;8;8;9
kldb92;4;5494;8;6;9;8
kldb92;4;5495;9;9;9;10
kldb92;4;5496;8;8;8;10
kldb92;4;5498;9;8;9;9
kldb92;4;5501;9;9;9;8
kldb92;4;5504;8;9;8;8
kldb92;4;6000;2;2;3;5
kldb92;4;6001;3;3;4;5
kldb92;4;6002;3;1;5;4
kldb92;4;6003;3;3;6;5
kldb92;4;6004;3;2;6;5
kldb92;4;6005;3;3;4;6
kldb92;4;6006;3;3;6;6
kldb92;4;6009;3;2;5;4
kldb92;4;6010;3;2;4;4
kldb92;4;6011;1;1;1;2
kldb92;4;6012;1;1;2;3
kldb92;4;6013;2;1;3;2
kldb92;4;6014;1;1;2;5
kldb92;4;6015;1;1;2;4
kldb92;4;6016;1;1;2;3
kldb92;4;6019;3;2;4;3
kldb92;4;6020;2;1;3;4
kldb92;4;6021;3;3;3;4
kldb92;4;6022;1;1;2;1
kldb92;4;6023;2;2;3;4
kldb92;4;6024;3;1;6;2
kldb92;4;6025;2;1;4;4
kldb92;4;6026;2;2;3;3
kldb92;4;6028;2;1;3;3
kldb92;4;6030;3;3;3;5
kldb92;4;6031;4;4;5;7
kldb92;4;6032;2;3;3;5
kldb92;4;6034;1;1;1;4
kldb92;4;6035;2;3;3;5
kldb92;4;6036;2;3;3;4
kldb92;4;6038;3;3;3;6
kldb92;4;6041;2;3;2;5
kldb92;4;6050;3;3;3;6
kldb92;4;6051;3;2;4;6
kldb92;4;6058;3;2;5;6
kldb92;4;6061;3;3;6;6
kldb92;4;6064;3;3;5;6
kldb92;4;6065;3;3;5;6
kldb92;4;6066;4;4;6;7
kldb92;4;6068;4;4;5;6
kldb92;4;6071;2;1;3;3
kldb92;4;6072;3;3;4;5
kldb92;4;6081;3;4;3;6
kldb92;4;6082;4;5;4;7
kldb92;4;6083;4;4;4;5
kldb92;4;6090;2;1;2;4
kldb92;4;6091;2;2;2;4
kldb92;4;6092;1;2;2;4
kldb92;4;6093;1;2;2;2
kldb92;4;6094;2;2;2;4
kldb92;4;6095;1;2;2;4
kldb92;4;6110;3;4;3;7
kldb92;4;6111;4;4;4;6
kldb92;4;6112;3;4;3;7
kldb92;4;6114;3;4;3;6
kldb92;4;6118;3;4;4;6
kldb92;4;6120;2;3;2;6
kldb92;4;6122;2;4;2;6
kldb92;4;6123;2;3;2;5
kldb92;4;6125;2;4;2;6
kldb92;4;6129;2;4;2;6
kldb92;4;6200;3;4;4;6
kldb92;4;6201;4;4;4;6
kldb92;4;6202;3;4;4;6
kldb92;4;6203;3;4;2;6
kldb92;4;6204;4;5;4;7
kldb92;4;6205;6;6;5;7
kldb92;4;6208;4;4;5;6
kldb92;4;6209;5;6;4;8
kldb92;4;6210;5;5;6;6
kldb92;4;6211;4;4;5;6
kldb92;4;6212;5;4;6;6
kldb92;4;6214;5;4;7;6
kldb92;4;6215;6;7;6;8
kldb92;4;6216;4;4;7;6
kldb92;4;6218;5;6;6;6
kldb92;4;6219;4;4;5;6
kldb92;4;6220;4;4;3;6
kldb92;4;6221;4;4;4;6
kldb92;4;6222;5;5;5;6
kldb92;4;6223;4;4;5;6
kldb92;4;6224;5;6;5;7
kldb92;4;6225;5;5;6;7
kldb92;4;6226;4;4;6;6
kldb92;4;6228;4;4;5;6
kldb92;4;6229;6;6;6;7
kldb92;4;6230;3;4;2;4
kldb92;4;6231;4;5;3;5
kldb92;4;6232;3;4;2;5
kldb92;4;6233;2;3;2;5
kldb92;4;6234;3;4;2;5
kldb92;4;6238;4;5;2;6
kldb92;4;6240;2;4;1;6
kldb92;4;6241;4;6;1;6
kldb92;4;6245;3;4;1;6
kldb92;4;6250;6;7;7;7
kldb92;4;6252;5;5;5;6
kldb92;4;6255;5;4;6;6
kldb92;4;6260;4;5;2;6
kldb92;4;6261;4;6;1;8
kldb92;4;6263;4;5;2;6
kldb92;4;6264;5;6;3;7
kldb92;4;6265;5;7;3;7
kldb92;4;6266;4;5;2;6
kldb92;4;6271;5;6;4;7
kldb92;4;6273;4;5;3;7
kldb92;4;6274;3;4;3;6
kldb92;4;6276;4;5;4;6
kldb92;4;6278;5;6;5;8
kldb92;4;6281;3;3;4;4
kldb92;4;6282;2;3;3;4
kldb92;4;6283;3;4;4;5
kldb92;4;6291;3;4;2;5
kldb92;4;6292;6;6;6;6
kldb92;4;6293;4;4;3;5
kldb92;4;6299;4;4;3;5
kldb92;4;6310;5;6;3;8
kldb92;4;6311;5;7;3;8
kldb92;4;6314;6;8;4;9
kldb92;4;6316;6;7;4;9
kldb92;4;6323;6;7;6;7
kldb92;4;6325;5;6;4;7
kldb92;4;6330;4;6;2;9
kldb92;4;6331;5;7;3;10
kldb92;4;6333;5;7;3;8
kldb92;4;6334;6;7;4;8
kldb92;4;6335;6;7;3;9
kldb92;4;6336;6;8;4;9
kldb92;4;6338;6;8;5;10
kldb92;4;6341;5;5;5;8
kldb92;4;6349;4;5;4;7
kldb92;4;6410;1;1;2;3
kldb92;4;6411;1;2;2;3
kldb92;4;6412;1;1;1;4
kldb92;4;6415;2;1;2;3
kldb92;4;6420;1;3;1;4
kldb92;4;6425;1;3;1;3
kldb92;4;6510;9;8;10;8
kldb92;4;6511;6;6;8;8
kldb92;4;6512;6;6;7;8
kldb92;4;6514;5;5;6;7
kldb92;4;6515;5;4;7;7
kldb92;4;6516;6;6;8;8
kldb92;4;6518;5;5;8;8
kldb92;4;6519;6;6;7;8
kldb92;4;6520;4;6;1;7
kldb92;4;6521;5;6;4;7
kldb92;4;6522;5;6;4;7
kldb92;4;6523;4;5;4;6
kldb92;4;6600;7;6;7;5
kldb92;4;6607;7;7;6;5
kldb92;4;6608;7;6;8;6
kldb92;4;6610;7;7;7;5
kldb92;4;6612;6;6;6;6
kldb92;4;6613;7;8;6;3
kldb92;4;6614;7;8;6;6
kldb92;4;6616;9;9;8;8
kldb92;4;6618;7;7;7;6
kldb92;4;6619;7;7;7;5
kldb92;4;6621;6;6;6;5
kldb92;4;6622;6;6;7;4
kldb92;4;6623;5;5;4;4
kldb92;4;6624;4;4;4;7
kldb92;4;6625;7;6;8;5
kldb92;4;6626;5;5;6;6
kldb92;4;6628;5;5;5;6
kldb92;4;6629;6;6;6;6
kldb92;4;6630;5;5;4;4
kldb92;4;6700;4;4;3;4
kldb92;4;6701;3;4;3;2
kldb92;4;6703;4;4;3;4
kldb92;4;6711;1;3;1;3
kldb92;4;6712;3;4;3;2
kldb92;4;6713;2;1;2;2
kldb92;4;6720;5;6;4;4
kldb92;4;6722;5;6;4;4
kldb92;4;6725;5;5;4;4
kldb92;4;6731;6;6;6;3
kldb92;4;6732;4;4;3;3
kldb92;4;6733;5;5;4;5
kldb92;4;6734;5;5;5;4
kldb92;4;6735;4;4;2;4
kldb92;4;6736;4;5;4;4
kldb92;4;6738;5;6;4;4
kldb92;4;6739;4;4;5;6
kldb92;4;6740;5;6;4;5
kldb92;4;6743;4;5;4;6
kldb92;4;6745;4;5;3;5
kldb92;4;6751;6;6;6;4
kldb92;4;6752;5;6;4;4
kldb92;4;6761;4;4;4;5
kldb92;4;6762;5;5;6;4
kldb92;4;6763;7;6;8;5
kldb92;4;6771;2;3;3;3
kldb92;4;6772;3;1;5;1
kldb92;4;6781;2;2;3;2
kldb92;4;6830;2;1;3;1
kldb92;4;6832;3;3;5;3
kldb92;4;6833;3;3;4;3
kldb92;4;6834;3;3;4;3
kldb92;4;6839;3;3;4;2
kldb92;4;6851;4;5;4;4
kldb92;4;6860;6;6;7;8
kldb92;4;6861;5;5;6;7
kldb92;4;6871;3;4;3;3
kldb92;4;6872;4;4;6;3
kldb92;4;6890;4;4;5;5
kldb92;4;6891;4;4;6;4
kldb92;4;6892;4;3;6;3
kldb92;4;6893;3;3;5;2
kldb92;4;6895;5;5;8;6
kldb92;4;6899;4;4;7;4
kldb92;4;6910;1;2;1;1
kldb92;4;6912;1;1;3;1
