classification;digit;code;OJI;OPI;OSI;HWI;CAI
isco88;4;3113;4;5;2;5;6
isco88;4;3114;4;5;2;5;6
isco88;4;3115;4;5;4;4;7
isco88;4;3117;5;6;4;4;7
isco88;4;3118;1;2;1;1;4
isco88;4;3119;4;4;3;4;6
isco88;4;3120;2;2;3;2;2
isco88;4;3121;1;1;1;1;1
isco88;4;3122;3;3;4;1;1
isco88;4;3131;7;5;10;6;6
isco88;4;3132;7;7;9;8;6
isco88;4;3133;8;7;9;10;2
isco88;4;3139;7;6;9;7;6
isco88;4;3141;;6;;4;8
isco88;4;3142;7;5;10;4;6
isco88;4;3143;8;6;10;4;7
isco88;4;3144;8;6;10;4;7
isco88;4;3151;4;4;3;5;3
isco88;4;3152;4;5;5;5;6
isco88;4;3211;5;5;7;5;7
isco88;4;3212;5;5;4;5;8
isco88;4;3213;4;5;6;4;7
isco88;4;3222;5;5;5;5;5
isco88;4;3223;5;5;4;5;6
isco88;4;3224;4;5;3;4;7
isco88;4;3226;5;7;2;7;2
isco88;4;3228;4;5;3;5;7
isco88;4;3229;4;5;1;7;3
isco88;4;3231;10;7;10;10;6
isco88;4;3232;9;8;10;9;4
isco88;4;3320;5;7;4;8;2
isco88;4;3330;6;6;9;7;5
isco88;4;3340;4;4;4;5;5
isco88;4;3411;1;1;2;1;1
isco88;4;3412;1;2;1;1;1
isco88;4;3413;3;3;3;3;3
isco88;4;3414;3;3;4;4;1
isco88;4;3415;3;3;3;4;1
isco88;4;3416;2;1;5;1;1
isco88;4;3417;3;2;4;3;1
isco88;4;3419;4;4;3;5;3
isco88;4;3421;2;2;4;2;2
isco88;4;3429;3;3;4;3;4
isco88;4;3431;1;2;2;2;2
isco88;4;3432;2;2;2;2;2
isco88;4;3433;1;2;2;1;1
isco88;4;3442;1;2;1;4;4
isco88;4;3443;2;2;2;1;2
isco88;4;3449;1;2;1;2;3
isco88;4;3450;5;4;9;4;6
isco88;4;3460;9;8;10;10;4
isco88;4;3471;4;4;6;3;5
isco88;4;3472;4;3;6;5;4
isco88;4;3475;4;5;5;3;4
isco88;4;3480;5;5;6;7;5
isco88;4;4111;1;3;1;1;4
isco88;4;4112;3;4;2;3;4
isco88;4;4113;4;4;4;4;5
isco88;4;4115;1;3;1;2;3
isco88;4;4121;1;1;2;1;1
isco88;4;4122;1;2;1;2;1
isco88;4;4131;6;7;4;9;7
isco88;4;4132;1;1;2;2;2
isco88;4;4133;4;4;8;4;4
isco88;4;4141;2;4;1;5;6
isco88;4;4142;8;8;8;10;6
isco88;4;4143;4;4;6;5;5
isco88;4;4190;2;3;1;3;3
isco88;4;4211;6;5;10;6;5
isco88;4;4212;5;5;7;5;5
isco88;4;4213;5;5;9;4;4
isco88;4;4215;4;4;7;4;7
isco88;4;4221;4;3;8;4;4
isco88;4;4222;4;4;8;4;4
isco88;4;4223;4;3;9;1;2
isco88;4;5111;10;10;10;7;8
isco88;4;5112;8;6;10;5;7
isco88;4;5113;8;6;10;6;8
isco88;4;5121;6;6;8;7;7
isco88;4;5122;8;8;8;9;8
isco88;4;5123;8;6;9;6;8
isco88;4;5131;6;6;6;9;3
isco88;4;5132;7;6;8;6;6
isco88;4;5133;8;6;9;9;6
isco88;4;5139;5;5;7;7;6
isco88;4;5141;6;7;5;3;10
isco88;4;5143;7;5;9;6;7
isco88;4;5149;10;9;10;7;8
isco88;4;5161;10;10;10;10;10
isco88;4;5162;5;5;9;5;7
isco88;4;5163;5;5;9;4;7
isco88;4;5169;8;6;10;3;6
isco88;4;5220;6;6;6;8;5
isco88;4;6100;8;9;6;8;10
isco88;4;6112;10;10;6;10;8
isco88;4;6121;8;9;7;9;9
isco88;4;6122;8;10;6;9;10
isco88;4;6129;7;9;5;9;9
isco88;4;6141;10;10;1;9;10
isco88;4;7111;10;10;6;8;10
isco88;4;7112;10;10;8;10;10
isco88;4;7113;10;10;7;10;10
isco88;4;7122;10;10;3;10;10
isco88;4;7123;10;10;3;10;10
isco88;4;7124;10;10;4;10;10
isco88;4;7129;10;10;7;10;10
isco88;4;7131;10;10;3;10;10
isco88;4;7132;10;10;2;10;10
isco88;4;7133;10;10;3;10;10
isco88;4;7134;10;10;3;10;10
isco88;4;7135;10;10;4;10;10
isco88;4;7136;9;10;6;9;9
isco88;4;7137;7;9;5;7;9
isco88;4;7139;10;10;4;10;10
isco88;4;7141;10;10;5;10;10
isco88;4;7143;8;8;9;6;8
isco88;4;7211;10;10;6;9;10
isco88;4;7212;10;10;7;7;10
isco88;4;7213;8;9;5;8;10
isco88;4;7214;9;10;4;9;10
isco88;4;7215;6;7;3;7;8
isco88;4;7221;10;10;7;9;10
isco88;4;7222;7;8;5;6;9
isco88;4;7223;8;9;8;6;9
isco88;4;7231;9;10;7;7;9
isco88;4;7232;10;10;8;6;10
isco88;4;7233;9;9;5;8;9
isco88;4;7241;7;8;5;7;8
isco88;4;7242;6;6;4;6;6
isco88;4;7244;5;6;3;6;7
isco88;4;7245;7;9;4;7;8
isco88;4;7311;6;7;5;5;10
isco88;4;7312;5;5;4;4;9
isco88;4;7313;5;6;3;4;8
isco88;4;7321;9;9;9;6;10
isco88;4;7322;10;9;10;7;10
isco88;4;7324;7;7;8;4;8
isco88;4;7331;5;5;7;6;8
isco88;4;7341;7;7;9;6;9
isco88;4;7343;8;8;9;6;8
isco88;4;7344;8;7;9;6;8
isco88;4;7345;10;9;10;10;9
isco88;4;7346;10;9;10;7;9
isco88;4;7411;9;9;9;10;7
isco88;4;7412;10;9;9;10;10
isco88;4;7413;6;6;7;7;9
isco88;4;7422;8;9;4;10;10
isco88;4;7423;9;10;7;10;10
isco88;4;7424;7;8;6;9;10
isco88;4;7433;5;6;3;6;8
isco88;4;7434;;7;;5;8
isco88;4;7436;5;6;2;5;8
isco88;4;7437;6;7;4;6;9
isco88;4;7442;5;7;3;5;9
isco88;4;8112;10;9;9;6;10
isco88;4;8113;9;9;8;6;10
isco88;4;8121;10;10;10;10;10
isco88;4;8122;10;10;10;7;10
isco88;4;8123;10;10;10;9;10
isco88;4;8131;10;10;9;9;10
isco88;4;8139;10;10;10;7;10
isco88;4;8141;9;9;9;10;9
isco88;4;8143;10;9;10;9;10
isco88;4;8151;10;10;9;9;10
isco88;4;8159;9;9;10;7;10
isco88;4;8161;7;7;9;6;10
isco88;4;8162;8;7;9;6;10
isco88;4;8163;7;8;7;6;9
isco88;4;8211;10;9;10;6;8
isco88;4;8212;10;10;9;7;9
isco88;4;8221;8;9;7;7;9
isco88;4;8223;9;10;7;6;10
isco88;4;8229;5;6;5;5;8
isco88;4;8231;9;9;10;6;10
isco88;4;8232;9;9;9;9;10
isco88;4;8240;7;7;7;7;10
isco88;4;8252;9;9;9;9;9
isco88;4;8253;10;9;9;9;9
isco88;4;8261;10;10;10;9;10
isco88;4;8262;10;9;10;6;10
isco88;4;8264;9;9;9;9;9
isco88;4;8269;10;8;10;9;10
isco88;4;8271;10;10;10;10;8
isco88;4;8272;10;10;10;8;9
isco88;4;8274;10;9;10;9;10
isco88;4;8275;9;9;9;9;8
isco88;4;8276;9;8;10;9;8
isco88;4;8278;10;7;10;8;8
isco88;4;8280;8;7;9;5;8
isco88;4;8282;6;7;7;6;9
isco88;4;8284;6;6;9;6;7
isco88;4;8290;10;9;10;6;9
isco88;4;8311;10;9;10;5;8
isco88;4;8312;9;7;10;4;4
isco88;4;8322;7;7;8;7;6
isco88;4;8323;8;5;10;3;7
isco88;4;8324;7;8;7;9;7
isco88;4;8332;9;10;4;9;10
isco88;4;8333;9;9;7;6;10
isco88;4;8334;7;7;8;7;8
isco88;4;9131;7;6;7;6;7
isco88;4;9132;8;8;9;6;8
isco88;4;9141;5;6;4;7;7
isco88;4;9142;9;8;7;10;9
isco88;4;9151;9;7;10;9;5
isco88;4;9152;7;5;10;4;8
isco88;4;9153;5;5;9;5;6
isco88;4;9161;10;10;6;9;8
isco88;4;9211;10;10;6;9;7
isco88;4;9212;;10;;9;7
isco88;4;9311;8;9;5;8;8
isco88;4;9313;8;10;3;10;9
isco88;4;9320;8;8;9;8;8
isco88;4;9330;7;7;6;9;7
isco88;4;9950;8;8;8;5;8
isco88;4;9970;5;5;8;5;5
isco88;4;9980;5;5;5;5;6
kldb2010;2;1;7;7;7;9;8
kldb2010;2;11;7;8;2;8;9
kldb2010;2;12;9;10;7;10;7
kldb2010;2;21;10;10;10;9;10
kldb2010;2;22;9;10;7;10;10
kldb2010;2;23;8;7;10;8;9
kldb2010;2;24;9;9;7;8;10
kldb2010;2;25;7;7;6;6;8
kldb2010;2;26;5;6;3;6;7
kldb2010;2;27;3;4;4;3;6
kldb2010;2;28;8;8;5;8;10
kldb2010;2;29;10;9;9;10;9
kldb2010;2;31;3;4;1;3;5
kldb2010;2;32;10;10;4;10;10
kldb2010;2;33;10;10;2;10;10
kldb2010;2;34;8;9;4;10;9
kldb2010;2;41;4;4;3;4;7
kldb2010;2;42;2;4;1;3;9
kldb2010;2;43;2;1;2;1;1
kldb2010;2;51;8;8;9;7;6
kldb2010;2;52;9;8;10;8;8
kldb2010;2;53;5;4;9;4;6
kldb2010;2;54;10;10;9;9;9
kldb2010;2;61;3;3;4;3;2
kldb2010;2;62;5;5;5;9;4
kldb2010;2;63;6;4;9;4;5
kldb2010;2;71;2;2;2;2;2
kldb2010;2;72;1;1;1;1;1
kldb2010;2;73;1;2;1;2;3
kldb2010;2;81;6;6;8;5;5
kldb2010;2;82;6;7;6;5;6
kldb2010;2;83;4;5;7;7;4
kldb2010;2;84;3;3;4;4;3
kldb2010;2;91;3;3;4;2;3
kldb2010;2;92;3;1;5;1;1
kldb2010;2;94;7;4;10;4;4
kldb2010;3;11;6;6;7;8;8
kldb2010;3;12;7;8;6;8;8
kldb2010;3;14;6;6;7;8;7
kldb2010;3;111;5;6;2;6;7
kldb2010;3;112;8;9;5;8;9
kldb2010;3;115;7;9;2;8;9
kldb2010;3;116;6;9;2;8;9
kldb2010;3;117;7;9;1;7;9
kldb2010;3;121;10;10;6;10;9
kldb2010;3;211;10;10;9;8;10
kldb2010;3;212;10;10;8;9;10
kldb2010;3;213;10;10;10;8;10
kldb2010;3;214;10;10;9;8;10
kldb2010;3;221;9;10;7;10;10
kldb2010;3;222;10;10;6;9;10
kldb2010;3;223;9;10;5;10;10
kldb2010;3;231;9;8;10;8;10
kldb2010;3;232;4;4;7;4;5
kldb2010;3;233;8;6;9;7;7
kldb2010;3;234;10;9;10;9;9
kldb2010;3;241;10;10;9;7;10
kldb2010;3;242;9;9;8;5;9
kldb2010;3;243;10;10;9;8;10
kldb2010;3;245;7;7;5;7;9
kldb2010;3;251;7;8;6;6;8
kldb2010;3;252;6;7;6;5;8
kldb2010;3;261;5;6;2;6;7
kldb2010;3;262;6;6;3;7;8
kldb2010;3;263;4;5;4;5;7
kldb2010;3;271;3;3;3;3;5
kldb2010;3;272;4;4;2;4;6
kldb2010;3;273;3;4;4;3;6
kldb2010;3;281;9;9;8;8;10
kldb2010;3;282;6;7;4;6;10
kldb2010;3;283;;8;;5;10
kldb2010;3;291;9;9;9;9;9
kldb2010;3;292;10;9;9;10;9
kldb2010;3;293;9;9;8;10;10
kldb2010;3;311;3;4;2;3;6
kldb2010;3;312;2;3;1;4;5
kldb2010;3;321;10;10;3;10;10
kldb2010;3;322;9;10;3;9;10
kldb2010;3;332;10;10;2;10;10
kldb2010;3;333;10;10;2;10;10
kldb2010;3;341;7;8;4;9;8
kldb2010;3;342;9;10;5;9;10
kldb2010;3;343;7;9;2;8;9
kldb2010;3;411;3;3;2;3;6
kldb2010;3;412;4;4;3;4;7
kldb2010;3;413;4;5;4;4;9
kldb2010;3;414;4;6;5;4;9
kldb2010;3;421;2;3;1;3;8
kldb2010;3;422;3;6;1;4;9
kldb2010;3;423;2;3;1;3;7
kldb2010;3;432;2;1;3;2;1
kldb2010;3;433;2;2;5;1;1
kldb2010;3;434;1;1;1;1;1
kldb2010;3;511;10;10;8;7;9
kldb2010;3;512;9;9;7;8;10
kldb2010;3;513;8;8;9;9;6
kldb2010;3;514;10;8;10;5;7
kldb2010;3;515;7;4;10;4;4
kldb2010;3;516;4;4;7;4;5
kldb2010;3;521;8;8;10;7;6
kldb2010;3;522;10;9;10;5;8
kldb2010;3;523;10;9;10;5;7
kldb2010;3;525;9;10;8;8;9
kldb2010;3;531;7;6;9;4;7
kldb2010;3;532;5;3;9;3;6
kldb2010;3;533;4;4;6;3;6
kldb2010;3;541;10;10;9;8;9
kldb2010;3;611;3;3;3;3;3
kldb2010;3;612;3;3;3;4;3
kldb2010;3;613;3;3;3;3;3
kldb2010;3;621;6;5;8;8;5
kldb2010;3;622;5;5;5;8;5
kldb2010;3;623;6;6;6;9;4
kldb2010;3;624;4;5;4;7;4
kldb2010;3;625;5;4;6;8;4
kldb2010;3;631;4;3;8;5;4
kldb2010;3;632;6;4;8;5;6
kldb2010;3;633;8;7;10;8;7
kldb2010;3;634;5;4;9;4;4
kldb2010;3;711;2;2;6;2;2
kldb2010;3;712;3;3;3;2;3
kldb2010;3;713;2;2;4;2;2
kldb2010;3;714;2;2;2;2;2
kldb2010;3;715;2;1;2;1;1
kldb2010;3;721;1;1;1;1;1
kldb2010;3;722;1;1;1;1;1
kldb2010;3;723;1;1;2;1;1
kldb2010;3;731;2;2;2;1;2
kldb2010;3;732;1;2;1;2;2
kldb2010;3;733;;3;;4;5
kldb2010;3;811;7;6;7;5;7
kldb2010;3;812;6;5;8;5;4
kldb2010;3;813;9;7;10;9;5
kldb2010;3;814;8;6;10;5;6
kldb2010;3;815;6;6;8;8;7
kldb2010;3;816;4;3;6;3;4
kldb2010;3;817;5;6;3;7;3
kldb2010;3;818;5;4;7;5;5
kldb2010;3;821;8;7;8;8;4
kldb2010;3;823;6;7;4;3;9
kldb2010;3;824;;5;;6;6
kldb2010;3;831;5;4;5;6;4
kldb2010;3;832;6;6;6;7;7
kldb2010;3;833;4;4;7;5;4
kldb2010;3;841;4;3;7;4;3
kldb2010;3;842;3;3;5;4;4
kldb2010;3;843;4;3;6;3;3
kldb2010;3;844;;3;;3;3
kldb2010;3;911;;3;;3;3
kldb2010;3;912;3;3;4;3;4
kldb2010;3;913;3;3;6;2;3
kldb2010;3;914;3;3;3;2;3
kldb2010;3;921;3;1;7;1;1
kldb2010;3;922;3;1;6;1;1
kldb2010;3;923;2;1;3;2;1
kldb2010;3;924;2;1;5;1;1
kldb2010;3;931;4;4;3;3;6
kldb2010;3;936;4;6;3;3;7
kldb2010;3;942;7;6;9;4;4
kldb2010;3;944;5;4;9;4;4
kldb2010;3;945;7;6;9;7;4
kldb2010;3;946;7;5;9;5;4
kldb2010;3;947;4;3;8;4;4
kldb2010;4;110;5;4;7;7;8
kldb2010;4;120;7;9;6;6;8
kldb2010;4;140;6;6;7;7;7
kldb2010;4;1110;7;9;4;9;10
kldb2010;4;1111;4;5;3;5;7
kldb2010;4;1113;4;6;2;5;8
kldb2010;4;1118;4;5;3;5;7
kldb2010;4;1119;;8;;7;7
kldb2010;4;1121;7;7;7;5;8
kldb2010;4;1129;6;8;5;6;9
kldb2010;4;1150;6;8;3;7;8
kldb2010;4;1151;7;10;4;8;9
kldb2010;4;1152;6;9;3;7;8
kldb2010;4;1171;6;6;2;5;8
kldb2010;4;1172;5;6;1;5;8
kldb2010;4;1179;7;10;2;5;10
kldb2010;4;1210;10;10;6;10;8
kldb2010;4;1212;7;6;6;7;8
kldb2010;4;1213;10;10;8;10;9
kldb2010;4;1214;10;10;6;9;8
kldb2010;4;1220;7;7;8;10;6
kldb2010;4;2111;10;10;9;7;10
kldb2010;4;2112;10;10;9;7;9
kldb2010;4;2119;10;9;9;5;9
kldb2010;4;2120;9;8;9;6;9
kldb2010;4;2121;10;10;8;9;10
kldb2010;4;2122;10;10;9;9;10
kldb2010;4;2123;10;10;7;10;10
kldb2010;4;2129;10;10;9;7;10
kldb2010;4;2131;10;10;10;6;10
kldb2010;4;2134;10;10;9;10;10
kldb2010;4;2136;10;9;9;5;10
kldb2010;4;2139;9;8;9;6;9
kldb2010;4;2141;9;9;8;8;10
kldb2010;4;2210;9;8;8;7;10
kldb2010;4;2211;9;9;8;9;10
kldb2010;4;2218;9;9;8;9;10
kldb2010;4;2220;9;9;6;9;10
kldb2010;4;2221;9;10;6;7;10
kldb2010;4;2222;7;8;5;7;10
kldb2010;4;2230;8;8;6;9;9
kldb2010;4;2232;9;10;5;10;10
kldb2010;4;2233;9;8;6;10;10
kldb2010;4;2234;5;4;3;6;8
kldb2010;4;2235;7;7;5;9;10
kldb2010;4;2239;7;9;5;9;10
kldb2010;4;2310;10;9;10;8;9
kldb2010;4;2311;9;7;10;6;10
kldb2010;4;2312;9;9;10;8;10
kldb2010;4;2319;7;6;9;5;8
kldb2010;4;2321;3;3;5;3;5
kldb2010;4;2322;4;3;6;2;5
kldb2010;4;2329;4;3;7;3;4
kldb2010;4;2331;6;5;9;5;7
kldb2010;4;2332;7;6;9;6;8
kldb2010;4;2341;7;5;10;6;8
kldb2010;4;2342;10;10;10;9;9
kldb2010;4;2349;8;6;10;7;7
kldb2010;4;2410;9;9;9;6;9
kldb2010;4;2411;7;6;9;5;9
kldb2010;4;2412;6;4;8;4;9
kldb2010;4;2413;10;10;10;7;10
kldb2010;4;2414;10;10;9;7;10
kldb2010;4;2419;10;9;10;6;9
kldb2010;4;2420;9;9;9;6;9
kldb2010;4;2421;9;10;9;6;9
kldb2010;4;2422;6;7;6;5;8
kldb2010;4;2423;6;6;7;5;8
kldb2010;4;2429;7;6;8;5;8
kldb2010;4;2430;9;10;9;6;10
kldb2010;4;2441;9;10;4;9;10
kldb2010;4;2442;9;10;8;8;10
kldb2010;4;2449;9;7;9;6;9
kldb2010;4;2451;5;5;5;6;8
kldb2010;4;2452;6;8;3;6;9
kldb2010;4;2453;6;6;5;5;8
kldb2010;4;2459;5;5;5;6;7
kldb2010;4;2510;4;4;5;5;7
kldb2010;4;2511;9;8;8;9;8
kldb2010;4;2512;9;9;10;6;9
kldb2010;4;2513;4;5;5;4;6
kldb2010;4;2518;7;10;6;6;8
kldb2010;4;2519;4;4;5;4;5
kldb2010;4;2520;7;8;6;4;8
kldb2010;4;2521;5;7;5;6;8
kldb2010;4;2522;5;5;5;6;7
kldb2010;4;2523;5;5;6;3;7
kldb2010;4;2524;5;5;6;5;8
kldb2010;4;2525;6;6;6;5;6
kldb2010;4;2529;6;6;5;6;8
kldb2010;4;2611;7;9;3;7;8
kldb2010;4;2612;3;4;1;4;6
kldb2010;4;2621;8;9;4;7;9
kldb2010;4;2622;7;7;6;8;8
kldb2010;4;2623;4;5;3;5;7
kldb2010;4;2624;6;7;3;7;6
kldb2010;4;2625;7;9;5;7;10
kldb2010;4;2626;5;6;3;5;7
kldb2010;4;2629;7;7;5;7;8
kldb2010;4;2630;4;6;3;5;8
kldb2010;4;2631;4;5;4;5;5
kldb2010;4;2632;5;6;5;4;7
kldb2010;4;2633;5;4;8;5;7
kldb2010;4;2638;4;4;6;5;6
kldb2010;4;2639;5;5;6;5;8
kldb2010;4;2710;3;4;4;3;6
kldb2010;4;2718;1;2;2;2;4
kldb2010;4;2719;4;4;5;3;5
kldb2010;4;2721;1;2;1;1;4
kldb2010;4;2722;2;2;2;2;3
kldb2010;4;2723;9;9;7;7;8
kldb2010;4;2728;4;6;3;6;7
kldb2010;4;2729;6;8;5;4;8
kldb2010;4;2730;3;3;3;2;6
kldb2010;4;2731;2;2;3;2;4
kldb2010;4;2739;6;6;8;5;8
kldb2010;4;2810;9;8;8;5;10
kldb2010;4;2811;9;7;9;5;10
kldb2010;4;2812;10;10;9;7;10
kldb2010;4;2813;9;9;9;7;10
kldb2010;4;2814;7;7;7;8;10
kldb2010;4;2819;10;10;9;8;10
kldb2010;4;2821;5;5;5;5;8
kldb2010;4;2822;4;4;3;5;8
kldb2010;4;2823;6;7;5;6;9
kldb2010;4;2824;7;8;5;6;10
kldb2010;4;2830;5;6;4;6;9
kldb2010;4;2832;5;6;3;5;9
kldb2010;4;2833;6;7;3;4;10
kldb2010;4;2834;;6;;4;8
kldb2010;4;2839;6;8;4;4;10
kldb2010;4;2910;9;6;9;7;8
kldb2010;4;2911;9;9;9;8;9
kldb2010;4;2913;;;;9;8
kldb2010;4;2919;8;6;9;7;8
kldb2010;4;2920;8;8;9;9;9
kldb2010;4;2922;10;9;10;10;10
kldb2010;4;2923;10;10;9;10;6
kldb2010;4;2925;9;9;9;10;8
kldb2010;4;2926;9;8;9;10;9
kldb2010;4;2929;7;5;9;6;8
kldb2010;4;2930;9;8;8;9;8
kldb2010;4;2931;7;7;8;9;8
kldb2010;4;2939;9;10;9;9;10
kldb2010;4;3110;6;10;4;6;7
kldb2010;4;3111;2;2;2;2;5
kldb2010;4;3112;3;3;3;2;5
kldb2010;4;3113;2;3;2;3;4
kldb2010;4;3114;3;3;3;3;5
kldb2010;4;3115;6;10;3;5;8
kldb2010;4;3116;4;4;3;3;6
kldb2010;4;3119;4;4;5;4;6
kldb2010;4;3121;2;5;1;5;6
kldb2010;4;3122;1;3;1;4;4
kldb2010;4;3210;9;10;2;10;9
kldb2010;4;3211;9;10;3;10;9
kldb2010;4;3212;10;10;3;10;10
kldb2010;4;3213;10;10;4;10;10
kldb2010;4;3214;10;10;3;10;10
kldb2010;4;3215;10;10;3;9;9
kldb2010;4;3216;9;10;4;10;9
kldb2010;4;3219;10;10;8;8;10
kldb2010;4;3220;10;10;5;10;10
kldb2010;4;3221;10;10;3;9;10
kldb2010;4;3222;9;10;3;10;10
kldb2010;4;3223;10;10;6;7;9
kldb2010;4;3224;8;10;4;6;9
kldb2010;4;3225;6;6;3;6;10
kldb2010;4;3226;6;5;3;5;8
kldb2010;4;3229;6;7;2;6;8
kldb2010;4;3310;9;10;2;10;10
kldb2010;4;3311;10;10;1;10;10
kldb2010;4;3313;10;10;2;10;10
kldb2010;4;3321;10;10;3;10;10
kldb2010;4;3322;10;10;2;10;10
kldb2010;4;3323;9;10;2;10;10
kldb2010;4;3329;9;10;2;10;10
kldb2010;4;3330;10;10;3;10;10
kldb2010;4;3331;9;10;3;10;9
kldb2010;4;3332;10;10;3;10;10
kldb2010;4;3333;10;10;6;10;10
kldb2010;4;3334;9;10;2;10;10
kldb2010;4;3335;9;10;3;10;10
kldb2010;4;3339;9;10;2;10;10
kldb2010;4;3410;5;6;4;8;7
kldb2010;4;3411;7;9;4;9;8
kldb2010;4;3419;6;6;6;8;8
kldb2010;4;3420;10;10;6;9;10
kldb2010;4;3421;7;6;6;6;8
kldb2010;4;3423;9;7;5;7;9
kldb2010;4;3429;7;7;6;9;9
kldb2010;4;3430;4;4;2;5;8
kldb2010;4;3431;5;5;3;5;8
kldb2010;4;3432;9;10;5;7;8
kldb2010;4;3433;5;6;3;6;7
kldb2010;4;3434;9;10;5;9;10
kldb2010;4;3439;6;7;3;7;9
kldb2010;4;4110;2;3;2;2;5
kldb2010;4;4111;2;2;2;2;4
kldb2010;4;4118;3;4;2;3;5
kldb2010;4;4120;4;5;4;3;6
kldb2010;4;4121;5;6;4;5;8
kldb2010;4;4128;4;6;3;4;6
kldb2010;4;4129;4;5;3;5;7
kldb2010;4;4130;4;5;4;4;8
kldb2010;4;4131;7;8;7;7;9
kldb2010;4;4132;4;5;2;4;8
kldb2010;4;4138;4;4;4;4;7
kldb2010;4;4139;5;5;8;5;8
kldb2010;4;4140;4;4;5;3;6
kldb2010;4;4141;6;6;6;4;8
kldb2010;4;4142;4;4;4;4;8
kldb2010;4;4143;7;9;5;5;9
kldb2010;4;4148;4;5;6;5;6
kldb2010;4;4211;;;;5;8
kldb2010;4;4212;2;4;2;3;8
kldb2010;4;4214;1;4;1;3;7
kldb2010;4;4220;1;4;1;4;8
kldb2010;4;4221;4;9;1;5;10
kldb2010;4;4229;;9;;5;9
kldb2010;4;4231;1;2;1;2;5
kldb2010;4;4233;3;4;2;4;6
kldb2010;4;4239;2;4;1;4;8
kldb2010;4;4310;3;3;3;4;2
kldb2010;4;4311;3;2;4;1;1
kldb2010;4;4313;2;1;3;2;1
kldb2010;4;4314;1;1;3;4;2
kldb2010;4;4315;2;1;3;2;1
kldb2010;4;4319;3;1;4;2;2
kldb2010;4;4321;2;1;4;2;2
kldb2010;4;4322;2;2;3;3;1
kldb2010;4;4323;1;1;3;2;2
kldb2010;4;4329;3;1;6;2;2
kldb2010;4;4331;4;4;5;2;4
kldb2010;4;4332;1;1;3;1;1
kldb2010;4;4333;2;1;5;2;1
kldb2010;4;4334;3;1;7;4;2
kldb2010;4;4335;2;1;5;1;1
kldb2010;4;4336;3;3;5;2;1
kldb2010;4;4339;4;1;8;1;1
kldb2010;4;4341;1;1;1;1;1
kldb2010;4;4342;1;2;1;1;1
kldb2010;4;4349;2;2;2;2;1
kldb2010;4;5111;8;8;8;5;7
kldb2010;4;5112;10;10;9;6;10
kldb2010;4;5113;9;10;9;6;9
kldb2010;4;5121;9;10;6;9;10
kldb2010;4;5122;10;10;7;8;9
kldb2010;4;5124;7;6;7;6;9
kldb2010;4;5129;6;6;6;5;10
kldb2010;4;5131;8;7;9;9;7
kldb2010;4;5132;9;8;9;10;6
kldb2010;4;5133;9;7;9;5;6
kldb2010;4;5139;6;5;7;7;8
kldb2010;4;5141;9;7;10;5;6
kldb2010;4;5142;10;9;10;7;8
kldb2010;4;5149;9;6;10;4;5
kldb2010;4;5150;4;2;8;2;3
kldb2010;4;5151;6;4;9;3;4
kldb2010;4;5152;;4;;4;4
kldb2010;4;5153;5;4;9;4;4
kldb2010;4;5159;6;4;9;5;6
kldb2010;4;5161;4;4;7;5;4
kldb2010;4;5162;4;4;6;3;6
kldb2010;4;5163;4;4;5;3;2
kldb2010;4;5164;4;4;8;4;5
kldb2010;4;5165;3;3;6;3;6
kldb2010;4;5166;4;4;7;4;5
kldb2010;4;5169;4;3;6;4;1
kldb2010;4;5211;6;4;9;5;5
kldb2010;4;5212;7;8;7;8;7
kldb2010;4;5213;8;5;10;3;6
kldb2010;4;5218;7;7;9;9;5
kldb2010;4;5220;10;9;10;5;8
kldb2010;4;5231;9;6;10;4;7
kldb2010;4;5251;8;9;8;7;10
kldb2010;4;5252;9;10;5;7;10
kldb2010;4;5253;7;7;8;6;8
kldb2010;4;5259;8;9;7;6;8
kldb2010;4;5311;7;5;10;3;6
kldb2010;4;5312;4;4;5;2;6
kldb2010;4;5313;9;7;10;6;10
kldb2010;4;5314;7;7;9;4;8
kldb2010;4;5315;6;5;9;3;6
kldb2010;4;5316;5;4;9;4;6
kldb2010;4;5319;9;10;9;6;8
kldb2010;4;5321;5;4;10;5;6
kldb2010;4;5322;5;4;9;4;7
kldb2010;4;5323;4;4;9;4;6
kldb2010;4;5324;4;4;9;4;5
kldb2010;4;5331;4;4;6;3;6
kldb2010;4;5332;4;3;6;3;5
kldb2010;4;5333;5;5;6;4;7
kldb2010;4;5410;8;8;8;6;7
kldb2010;4;5411;9;7;10;5;8
kldb2010;4;5412;9;10;9;7;10
kldb2010;4;5413;9;9;9;7;8
kldb2010;4;5414;10;10;9;10;10
kldb2010;4;5415;9;9;9;8;10
kldb2010;4;5419;6;6;9;6;8
kldb2010;4;6111;3;1;6;2;1
kldb2010;4;6112;1;1;1;2;3
kldb2010;4;6114;4;5;4;5;6
kldb2010;4;6116;4;4;6;4;5
kldb2010;4;6119;3;2;6;2;3
kldb2010;4;6120;3;2;5;4;1
kldb2010;4;6121;3;4;2;4;2
kldb2010;4;6128;4;4;5;3;6
kldb2010;4;6129;3;2;3;4;1
kldb2010;4;6131;2;2;4;3;2
kldb2010;4;6132;4;4;4;5;4
kldb2010;4;6139;4;4;5;3;6
kldb2010;4;6210;8;7;9;7;6
kldb2010;4;6211;7;5;10;6;4
kldb2010;4;6212;8;7;9;9;5
