classification;digit;code;OJI;OPI;OSI;HWI;CAI
kldb2010;4;6218;4;4;7;4;6
kldb2010;4;6219;5;5;8;6;6
kldb2010;4;6221;6;5;6;7;5
kldb2010;4;6222;4;5;4;5;4
kldb2010;4;6223;4;5;4;6;4
kldb2010;4;6224;4;5;5;5;3
kldb2010;4;6225;5;5;5;8;5
kldb2010;4;6226;5;6;5;9;5
kldb2010;4;6227;4;4;5;5;6
kldb2010;4;6228;8;7;8;7;8
kldb2010;4;6230;7;7;6;7;6
kldb2010;4;6231;6;6;7;7;6
kldb2010;4;6232;7;7;5;10;4
kldb2010;4;6238;5;6;5;9;5
kldb2010;4;6241;5;5;5;7;4
kldb2010;4;6242;3;4;3;3;4
kldb2010;4;6251;4;5;5;9;6
kldb2010;4;6253;6;5;7;6;4
kldb2010;4;6311;3;3;5;4;4
kldb2010;4;6312;4;4;8;4;3
kldb2010;4;6313;5;5;9;4;3
kldb2010;4;6314;4;4;8;5;6
kldb2010;4;6319;5;3;9;4;3
kldb2010;4;6321;4;4;8;4;5
kldb2010;4;6322;8;7;9;6;8
kldb2010;4;6329;5;5;8;6;6
kldb2010;4;6330;9;8;10;7;8
kldb2010;4;6331;10;9;10;7;6
kldb2010;4;6332;9;7;10;7;8
kldb2010;4;6338;9;7;9;8;8
kldb2010;4;6339;8;9;9;8;8
kldb2010;4;6340;7;5;9;5;4
kldb2010;4;7110;3;1;7;2;1
kldb2010;4;7121;4;4;5;3;5
kldb2010;4;7122;3;2;4;3;1
kldb2010;4;7123;2;1;3;1;4
kldb2010;4;7130;3;3;3;3;4
kldb2010;4;7131;2;2;4;1;3
kldb2010;4;7132;3;1;7;1;1
kldb2010;4;7138;3;1;5;2;2
kldb2010;4;7139;3;3;5;4;3
kldb2010;4;7140;2;1;2;3;2
kldb2010;4;7141;1;2;2;3;2
kldb2010;4;7142;2;1;3;1;1
kldb2010;4;7143;3;4;2;1;4
kldb2010;4;7144;4;3;4;1;2
kldb2010;4;7145;2;3;2;1;2
kldb2010;4;7149;2;2;3;3;2
kldb2010;4;7151;2;1;2;1;1
kldb2010;4;7152;3;2;3;1;2
kldb2010;4;7159;2;1;4;1;1
kldb2010;4;7211;1;1;1;1;1
kldb2010;4;7212;1;1;1;1;1
kldb2010;4;7213;1;1;1;1;1
kldb2010;4;7214;1;1;1;1;1
kldb2010;4;7218;1;1;2;1;1
kldb2010;4;7219;3;1;5;1;1
kldb2010;4;7221;1;2;1;2;3
kldb2010;4;7222;1;1;3;3;1
kldb2010;4;7223;1;1;1;1;1
kldb2010;4;7224;1;1;2;3;1
kldb2010;4;7229;1;1;2;1;1
kldb2010;4;7230;2;1;3;1;2
kldb2010;4;7310;1;1;1;1;1
kldb2010;4;7311;1;3;1;2;4
kldb2010;4;7313;3;3;3;2;4
kldb2010;4;7314;2;3;2;1;1
kldb2010;4;7315;4;1;6;2;1
kldb2010;4;7318;3;1;3;1;1
kldb2010;4;7320;1;3;1;3;1
kldb2010;4;7321;2;1;2;2;1
kldb2010;4;7322;3;3;3;4;6
kldb2010;4;7323;2;2;2;4;3
kldb2010;4;7324;2;4;2;4;4
kldb2010;4;7325;1;2;2;2;2
kldb2010;4;7328;1;1;1;2;2
kldb2010;4;7329;1;1;1;2;1
kldb2010;4;7331;2;3;2;5;5
kldb2010;4;7332;2;3;1;5;5
kldb2010;4;7333;;3;;4;5
kldb2010;4;7334;2;3;2;5;4
kldb2010;4;7339;2;4;1;6;6
kldb2010;4;8110;4;4;4;4;5
kldb2010;4;8111;7;7;9;3;8
kldb2010;4;8112;7;7;8;5;9
kldb2010;4;8113;5;5;7;5;6
kldb2010;4;8114;7;7;8;7;7
kldb2010;4;8118;6;5;8;5;5
kldb2010;4;8121;4;4;7;4;6
kldb2010;4;8122;6;5;9;5;6
kldb2010;4;8123;8;7;9;9;1
kldb2010;4;8129;4;4;8;4;3
kldb2010;4;8130;10;8;10;10;5
kldb2010;4;8131;9;8;10;9;7
kldb2010;4;8132;10;8;10;9;7
kldb2010;4;8133;6;5;9;7;5
kldb2010;4;8134;10;9;10;10;7
kldb2010;4;8135;9;8;10;9;3
kldb2010;4;8138;7;6;10;9;6
kldb2010;4;8139;7;5;9;9;4
kldb2010;4;8140;6;5;9;5;5
kldb2010;4;8141;7;6;9;5;6
kldb2010;4;8142;9;6;10;6;3
kldb2010;4;8143;8;6;10;6;7
kldb2010;4;8144;5;5;8;5;6
kldb2010;4;8145;9;7;9;5;9
kldb2010;4;8146;5;4;9;5;4
kldb2010;4;8147;9;7;10;4;6
kldb2010;4;8148;6;5;9;4;5
kldb2010;4;8149;7;6;9;4;3
kldb2010;4;8150;6;8;8;9;8
kldb2010;4;8161;3;3;5;2;3
kldb2010;4;8162;3;3;5;2;6
kldb2010;4;8163;3;2;5;2;2
kldb2010;4;8171;5;6;2;7;2
kldb2010;4;8172;4;6;1;9;4
kldb2010;4;8173;5;5;4;6;2
kldb2010;4;8175;4;5;4;5;4
kldb2010;4;8176;7;7;6;6;6
kldb2010;4;8178;4;5;3;5;6
kldb2010;4;8179;5;5;5;5;2
kldb2010;4;8180;5;5;8;5;6
kldb2010;4;8182;5;5;6;5;6
kldb2010;4;8188;4;4;7;5;1
kldb2010;4;8210;10;10;10;9;4
kldb2010;4;8218;5;5;7;6;3
kldb2010;4;8219;4;4;9;5;3
kldb2010;4;8221;3;4;4;7;4
kldb2010;4;8222;5;5;6;5;7
kldb2010;4;8223;4;4;6;6;5
kldb2010;4;8224;5;4;6;5;5
kldb2010;4;8228;5;6;6;7;5
kldb2010;4;8231;5;6;3;4;8
kldb2010;4;8232;5;6;3;4;8
kldb2010;4;8234;6;6;5;4;9
kldb2010;4;8239;7;8;5;3;10
kldb2010;4;8240;6;5;7;6;5
kldb2010;4;8250;5;6;5;6;5
kldb2010;4;8251;8;10;5;7;10
kldb2010;4;8252;4;5;3;4;6
kldb2010;4;8253;4;5;4;5;8
kldb2010;4;8254;6;7;5;5;10
kldb2010;4;8311;6;6;3;8;2
kldb2010;4;8312;3;3;3;4;4
kldb2010;4;8313;5;5;6;7;6
kldb2010;4;8314;6;6;5;7;6
kldb2010;4;8315;4;4;6;4;4
kldb2010;4;8319;5;5;6;7;1
kldb2010;4;8321;7;7;6;7;8
kldb2010;4;8329;5;5;6;5;7
kldb2010;4;8331;4;3;9;5;3
kldb2010;4;8332;4;5;7;6;5
kldb2010;4;8338;5;5;8;6;5
kldb2010;4;8339;4;3;8;4;3
kldb2010;4;8411;5;5;8;4;5
kldb2010;4;8412;5;4;8;4;5
kldb2010;4;8413;5;5;8;5;4
kldb2010;4;8414;4;4;8;4;3
kldb2010;4;8418;4;4;7;3;4
kldb2010;4;8419;4;3;9;4;4
kldb2010;4;8421;4;4;8;4;4
kldb2010;4;8422;4;5;3;5;5
kldb2010;4;8429;3;2;6;4;2
kldb2010;4;8430;3;3;5;2;3
kldb2010;4;8439;4;2;8;3;2
kldb2010;4;8440;3;3;2;3;3
kldb2010;4;8441;;3;;3;3
kldb2010;4;8442;4;4;3;5;2
kldb2010;4;8443;;4;;3;6
kldb2010;4;8444;3;4;3;3;2
kldb2010;4;8445;4;4;4;4;5
kldb2010;4;8449;4;4;4;3;2
kldb2010;4;8450;4;5;3;5;2
kldb2010;4;8451;4;4;5;5;6
kldb2010;4;8455;4;4;4;4;5
kldb2010;4;9110;;1;;3;2
kldb2010;4;9118;2;2;4;2;3
kldb2010;4;9122;3;3;5;3;4
kldb2010;4;9123;4;6;5;5;6
kldb2010;4;9124;3;3;5;2;4
kldb2010;4;9125;4;3;5;2;4
kldb2010;4;9131;3;1;6;2;2
kldb2010;4;9132;3;1;6;1;2
kldb2010;4;9133;4;4;5;3;4
kldb2010;4;9134;7;6;8;1;4
kldb2010;4;9140;2;2;3;1;2
kldb2010;4;9211;2;1;4;3;1
kldb2010;4;9212;4;3;9;1;2
kldb2010;4;9213;4;2;8;1;2
kldb2010;4;9219;4;1;9;1;1
kldb2010;4;9220;2;1;5;1;1
kldb2010;4;9230;2;2;3;2;1
kldb2010;4;9238;3;1;5;1;1
kldb2010;4;9239;2;1;3;3;1
kldb2010;4;9241;3;1;6;1;1
kldb2010;4;9242;3;1;6;1;1
kldb2010;4;9249;3;1;5;2;1
kldb2010;4;9310;4;4;4;4;6
kldb2010;4;9321;4;4;4;3;5
kldb2010;4;9323;4;6;2;6;7
kldb2010;4;9338;4;5;3;3;6
kldb2010;4;9353;5;6;3;4;8
kldb2010;4;9354;6;8;4;4;9
kldb2010;4;9361;5;6;5;3;8
kldb2010;4;9364;4;5;4;3;6
kldb2010;4;9411;8;5;10;1;3
kldb2010;4;9412;8;6;10;4;3
kldb2010;4;9421;6;6;9;5;4
kldb2010;4;9424;6;7;8;4;3
kldb2010;4;9430;5;4;9;5;5
kldb2010;4;9434;7;6;9;2;7
kldb2010;4;9440;4;4;9;5;2
kldb2010;4;9441;7;5;9;5;5
kldb2010;4;9448;4;4;9;4;4
kldb2010;4;9451;7;7;9;7;4
kldb2010;4;9452;8;7;9;9;6
kldb2010;4;9453;6;6;9;6;4
kldb2010;4;9459;7;5;9;6;3
kldb2010;4;9462;7;6;9;5;5
kldb2010;4;9470;4;2;8;4;4
kldb2010;4;9471;4;3;7;4;2
kldb2010;4;9479;4;2;9;4;4
kldb2010;5;1104;6;6;7;8;8
kldb2010;5;1203;7;8;6;8;8
kldb2010;5;1402;6;6;7;8;7
kldb2010;5;11101;5;6;3;6;8
kldb2010;5;11102;5;6;3;6;8
kldb2010;5;11103;5;6;3;6;8
kldb2010;5;11104;5;6;3;6;8
kldb2010;5;11113;5;6;2;6;7
kldb2010;5;11132;5;6;2;6;8
kldb2010;5;11184;5;6;3;6;7
kldb2010;5;11193;;6;;6;7
kldb2010;5;11194;5;6;3;6;7
kldb2010;5;11211;8;9;6;8;9
kldb2010;5;11212;8;9;6;8;9
kldb2010;5;11293;7;9;4;7;10
kldb2010;5;11501;7;9;3;8;9
kldb2010;5;11502;7;9;3;8;9
kldb2010;5;11512;7;9;3;8;9
kldb2010;5;11522;7;9;3;8;9
kldb2010;5;11603;7;9;3;8;9
kldb2010;5;11711;7;9;1;7;10
kldb2010;5;11712;7;9;1;7;10
kldb2010;5;11713;7;9;1;7;10
kldb2010;5;11714;7;9;1;7;10
kldb2010;5;11722;6;9;1;6;9
kldb2010;5;11723;6;9;1;6;9
kldb2010;5;11724;6;9;1;6;9
kldb2010;5;11793;7;9;1;6;10
kldb2010;5;12101;10;10;5;10;9
kldb2010;5;12102;10;10;5;10;9
kldb2010;5;12122;10;10;6;10;9
kldb2010;5;12123;10;10;6;10;9
kldb2010;5;12132;10;10;7;10;9
kldb2010;5;12142;10;10;5;9;9
kldb2010;5;12143;10;10;5;9;9
kldb2010;5;12144;10;10;5;9;9
kldb2010;5;12193;10;10;5;10;9
kldb2010;5;12202;8;10;7;10;7
kldb2010;5;21112;10;10;9;8;10
kldb2010;5;21122;;10;;8;10
kldb2010;5;21123;10;10;9;8;10
kldb2010;5;21193;10;10;9;8;10
kldb2010;5;21201;10;10;9;9;10
kldb2010;5;21212;10;10;9;9;10
kldb2010;5;21222;10;10;9;9;10
kldb2010;5;21232;10;10;8;10;10
kldb2010;5;21293;10;10;9;9;10
kldb2010;5;21311;10;10;10;8;10
kldb2010;5;21312;10;10;10;8;10
kldb2010;5;21313;10;10;10;8;10
kldb2010;5;21342;10;10;10;9;10
kldb2010;5;21362;10;10;10;8;10
kldb2010;5;21393;10;10;10;8;10
kldb2010;5;21411;10;10;9;8;10
kldb2010;5;21412;10;10;9;8;10
kldb2010;5;22101;8;10;7;9;10
kldb2010;5;22102;8;10;7;9;10
kldb2010;5;22103;8;10;7;9;10
kldb2010;5;22104;8;10;7;9;10
kldb2010;5;22112;9;10;8;9;10
kldb2010;5;22182;9;10;8;10;10
kldb2010;5;22201;10;10;7;9;10
kldb2010;5;22202;10;10;7;9;10
kldb2010;5;22203;10;10;7;9;10
kldb2010;5;22212;10;10;6;9;10
kldb2010;5;22222;9;10;6;9;10
kldb2010;5;22301;9;10;6;10;10
kldb2010;5;22302;9;10;6;10;10
kldb2010;5;22322;9;10;5;10;10
kldb2010;5;22332;9;10;6;10;10
kldb2010;5;22333;9;10;6;10;10
kldb2010;5;22342;8;10;3;10;10
kldb2010;5;22343;8;10;3;10;10
kldb2010;5;22352;8;10;4;10;10
kldb2010;5;22393;8;10;4;10;10
kldb2010;5;23101;9;8;10;8;10
kldb2010;5;23112;9;8;10;8;10
kldb2010;5;23122;9;8;10;8;10
kldb2010;5;23124;9;8;10;8;10
kldb2010;5;23193;8;8;10;7;9
kldb2010;5;23212;4;4;6;4;5
kldb2010;5;23213;4;4;6;4;5
kldb2010;5;23222;4;4;6;3;5
kldb2010;5;23223;4;4;6;3;5
kldb2010;5;23224;4;4;6;3;5
kldb2010;5;23294;4;4;7;4;5
kldb2010;5;23312;7;6;9;6;7
kldb2010;5;23322;7;6;9;6;8
kldb2010;5;23411;10;9;10;9;10
kldb2010;5;23412;10;9;10;9;10
kldb2010;5;23413;10;9;10;9;10
kldb2010;5;23422;10;9;10;9;10
kldb2010;5;23423;10;9;10;9;10
kldb2010;5;23493;9;9;10;9;9
kldb2010;5;24101;10;10;9;7;10
kldb2010;5;24112;10;10;9;7;10
kldb2010;5;24113;10;10;9;7;10
kldb2010;5;24122;9;10;8;6;10
kldb2010;5;24123;9;10;8;6;10
kldb2010;5;24124;9;10;8;6;10
kldb2010;5;24132;10;10;10;7;10
kldb2010;5;24142;10;10;9;7;10
kldb2010;5;24193;10;10;10;7;10
kldb2010;5;24201;8;9;9;6;9
kldb2010;5;24202;8;9;9;6;9
kldb2010;5;24203;8;9;9;6;9
kldb2010;5;24212;9;9;8;6;9
kldb2010;5;24222;8;9;7;6;9
kldb2010;5;24232;8;9;7;6;9
kldb2010;5;24233;8;9;7;6;9
kldb2010;5;24293;8;9;8;6;9
kldb2010;5;24301;10;10;9;8;10
kldb2010;5;24302;10;10;9;8;10
kldb2010;5;24303;10;10;9;8;10
kldb2010;5;24411;9;9;7;7;10
kldb2010;5;24412;9;9;7;7;10
kldb2010;5;24413;9;9;7;7;10
kldb2010;5;24414;9;9;7;7;10
kldb2010;5;24422;10;9;9;7;10
kldb2010;5;24423;10;9;9;7;10
kldb2010;5;24493;9;9;8;7;10
kldb2010;5;24511;6;7;4;7;8
kldb2010;5;24512;6;7;4;7;8
kldb2010;5;24513;6;7;4;7;8
kldb2010;5;24514;6;7;4;7;8
kldb2010;5;24522;7;7;4;7;9
kldb2010;5;24523;7;7;4;7;9
kldb2010;5;24532;7;7;5;6;8
kldb2010;5;24593;7;7;4;6;8
kldb2010;5;25101;6;8;6;6;8
kldb2010;5;25102;6;8;6;6;8
kldb2010;5;25103;6;8;6;6;8
kldb2010;5;25104;6;8;6;6;8
kldb2010;5;25112;7;8;7;7;8
kldb2010;5;25122;7;8;9;6;8
kldb2010;5;25131;;;;6;8
kldb2010;5;25132;7;8;6;6;8
kldb2010;5;25133;7;8;6;6;8
kldb2010;5;25134;7;8;6;6;8
kldb2010;5;25182;7;8;6;6;8
kldb2010;5;25193;6;8;5;6;7
kldb2010;5;25194;6;8;5;6;7
kldb2010;5;25201;7;7;6;5;8
kldb2010;5;25212;6;7;5;5;8
kldb2010;5;25213;6;7;5;5;8
kldb2010;5;25214;6;7;5;5;8
kldb2010;5;25222;7;7;5;6;8
kldb2010;5;25224;7;7;5;6;8
kldb2010;5;25232;6;7;6;5;7
kldb2010;5;25233;6;7;6;5;7
kldb2010;5;25234;6;7;6;5;7
kldb2010;5;25242;6;7;6;6;8
kldb2010;5;25243;6;7;6;6;8
kldb2010;5;25244;6;7;6;6;8
kldb2010;5;25252;6;7;6;5;7
kldb2010;5;25293;6;7;5;5;8
kldb2010;5;26112;5;6;3;6;7
kldb2010;5;26122;4;6;1;5;7
kldb2010;5;26123;4;6;1;5;7
kldb2010;5;26124;4;6;1;5;7
kldb2010;5;26212;7;6;4;7;8
kldb2010;5;26222;7;6;6;8;8
kldb2010;5;26232;5;6;4;6;7
kldb2010;5;26233;5;6;4;6;7
kldb2010;5;26234;5;6;4;6;7
kldb2010;5;26242;5;6;3;7;7
kldb2010;5;26243;5;6;3;7;7
kldb2010;5;26244;5;6;3;7;7
kldb2010;5;26252;6;6;4;7;8
kldb2010;5;26253;6;6;4;7;8
kldb2010;5;26262;7;6;4;7;8
kldb2010;5;26263;7;6;4;7;8
kldb2010;5;26293;6;6;4;7;8
kldb2010;5;26301;4;5;2;5;7
kldb2010;5;26302;4;5;2;5;7
kldb2010;5;26303;4;5;2;5;7
kldb2010;5;26304;4;5;2;5;7
kldb2010;5;26312;4;5;3;5;6
kldb2010;5;26313;4;5;3;5;6
kldb2010;5;26314;4;5;3;5;6
kldb2010;5;26322;5;5;4;5;7
kldb2010;5;26324;5;5;4;5;7
kldb2010;5;26332;6;5;7;5;7
kldb2010;5;26333;6;5;7;5;7
kldb2010;5;26334;6;5;7;5;7
kldb2010;5;26382;5;5;5;5;7
kldb2010;5;26383;5;5;5;5;7
kldb2010;5;26384;5;5;5;5;7
kldb2010;5;26393;5;5;5;5;7
kldb2010;5;27103;3;3;4;3;5
kldb2010;5;27104;3;3;4;3;5
kldb2010;5;27184;3;3;3;3;5
kldb2010;5;27194;3;3;4;3;5
kldb2010;5;27212;3;4;1;3;6
kldb2010;5;27223;3;4;2;3;5
kldb2010;5;27224;3;4;2;3;5
kldb2010;5;27232;5;4;5;4;7
kldb2010;5;27282;4;4;3;4;6
kldb2010;5;27293;4;4;4;4;6
kldb2010;5;27294;4;4;4;4;6
kldb2010;5;27302;3;4;3;3;6
kldb2010;5;27303;3;4;3;3;6
kldb2010;5;27304;3;4;3;3;6
kldb2010;5;27312;3;4;4;4;6
kldb2010;5;27313;3;4;4;4;6
kldb2010;5;27314;3;4;4;4;6
kldb2010;5;27393;4;4;7;4;6
kldb2010;5;27394;4;4;7;4;6
kldb2010;5;28101;9;9;8;8;10
kldb2010;5;28102;9;9;8;8;10
kldb2010;5;28103;9;9;8;8;10
kldb2010;5;28104;9;9;8;8;10
kldb2010;5;28114;9;9;9;8;10
kldb2010;5;28122;10;9;9;8;10
kldb2010;5;28132;10;9;9;8;10
kldb2010;5;28142;9;9;7;8;10
kldb2010;5;28193;10;9;9;8;10
kldb2010;5;28213;6;7;4;6;10
kldb2010;5;28222;6;7;3;6;9
kldb2010;5;28223;6;7;3;6;9
kldb2010;5;28232;7;7;4;6;10
kldb2010;5;28242;7;7;4;6;10
kldb2010;5;28301;7;8;4;5;10
kldb2010;5;28322;7;8;4;5;10
kldb2010;5;28332;7;8;4;5;10
kldb2010;5;28342;;8;;5;10
kldb2010;5;28393;7;8;4;5;10
kldb2010;5;29102;9;9;9;9;9
kldb2010;5;29112;9;9;9;9;9
kldb2010;5;29114;9;9;9;9;9
kldb2010;5;29132;9;9;9;9;9
kldb2010;5;29133;;;;9;9
kldb2010;5;29193;9;9;9;9;9
kldb2010;5;29201;9;9;9;10;9
kldb2010;5;29202;9;9;9;10;9
kldb2010;5;29203;9;9;9;10;9
kldb2010;5;29204;9;9;9;10;9
kldb2010;5;29222;10;9;10;10;10
kldb2010;5;29223;10;9;10;10;10
kldb2010;5;29232;10;9;9;10;9
kldb2010;5;29252;10;9;10;10;9
kldb2010;5;29262;10;9;9;10;9
kldb2010;5;29293;9;9;9;10;9
kldb2010;5;29294;9;9;9;10;9
kldb2010;5;29301;9;9;8;10;9
kldb2010;5;29302;9;9;8;10;9
kldb2010;5;29312;9;9;8;10;9
kldb2010;5;29393;9;9;9;10;10
kldb2010;5;29394;9;9;9;10;10
kldb2010;5;31102;3;4;3;3;6
kldb2010;5;31103;3;4;3;3;6
kldb2010;5;31104;3;4;3;3;6
kldb2010;5;31114;3;4;2;3;6
kldb2010;5;31124;3;4;3;3;6
kldb2010;5;31133;3;4;2;3;6
kldb2010;5;31134;3;4;2;3;6
kldb2010;5;31142;3;4;3;3;6
kldb2010;5;31144;3;4;3;3;6
kldb2010;5;31153;4;4;3;4;6
kldb2010;5;31163;3;4;2;3;6
kldb2010;5;31164;3;4;2;3;6
kldb2010;5;31193;3;4;4;3;6
kldb2010;5;31194;3;4;4;3;6
kldb2010;5;31212;1;3;1;4;4
kldb2010;5;31213;1;3;1;4;4
kldb2010;5;31214;1;3;1;4;4
kldb2010;5;31222;1;3;1;3;4
kldb2010;5;31223;1;3;1;3;4
kldb2010;5;31224;1;3;1;3;4
kldb2010;5;32101;10;10;2;10;10
kldb2010;5;32102;10;10;2;10;10
kldb2010;5;32103;10;10;2;10;10
kldb2010;5;32104;10;10;2;10;10
kldb2010;5;32112;10;10;3;10;10
kldb2010;5;32122;10;10;3;10;10
kldb2010;5;32132;10;10;4;10;10
kldb2010;5;32142;10;10;3;10;10
kldb2010;5;32152;10;10;3;10;10
kldb2010;5;32162;10;10;4;10;10
kldb2010;5;32193;10;10;6;10;10
kldb2010;5;32201;10;10;5;9;10
kldb2010;5;32202;10;10;5;9;10
kldb2010;5;32203;10;10;5;9;10
kldb2010;5;32204;10;10;5;9;10
kldb2010;5;32212;10;10;3;9;10
kldb2010;5;32222;9;10;3;9;10
kldb2010;5;32224;9;10;3;9;10
kldb2010;5;32232;10;10;4;9;10
kldb2010;5;32242;9;10;4;9;10
kldb2010;5;32252;9;10;3;9;10
kldb2010;5;32253;9;10;3;9;10
kldb2010;5;32262;8;10;3;8;10
kldb2010;5;32263;8;10;3;8;10
kldb2010;5;32264;8;10;3;8;10
kldb2010;5;32293;9;10;3;9;10
kldb2010;5;33102;10;10;1;10;10
kldb2010;5;33112;10;10;1;10;10
kldb2010;5;33132;10;10;1;10;10
kldb2010;5;33212;10;10;2;10;10
kldb2010;5;33222;10;10;2;10;10
kldb2010;5;33232;10;10;2;10;10
kldb2010;5;33293;10;10;1;10;10
kldb2010;5;33302;10;10;3;10;10
kldb2010;5;33312;10;10;3;10;10
kldb2010;5;33322;10;10;3;10;10
kldb2010;5;33332;10;10;4;10;10
kldb2010;5;33342;10;10;2;10;10
kldb2010;5;33352;10;10;3;10;10
kldb2010;5;33393;10;10;2;10;10
kldb2010;5;34102;7;8;4;8;7
kldb2010;5;34103;7;8;4;8;7
kldb2010;5;34104;7;8;4;8;7
kldb2010;5;34112;7;8;4;9;8
kldb2010;5;34193;7;8;6;9;8
kldb2010;5;34201;10;10;5;9;10
kldb2010;5;34202;10;10;5;9;10
kldb2010;5;34212;9;10;6;9;10
kldb2010;5;34213;9;10;6;9;10
kldb2010;5;34214;9;10;6;9;10
kldb2010;5;34232;9;10;4;9;10
kldb2010;5;34233;9;10;4;9;10
kldb2010;5;34293;9;10;5;9;10
kldb2010;5;34301;7;9;2;7;9
kldb2010;5;34302;7;9;2;7;9
kldb2010;5;34303;7;9;2;7;9
kldb2010;5;34304;7;9;2;7;9
kldb2010;5;34312;7;9;3;7;9
kldb2010;5;34313;7;9;3;7;9
kldb2010;5;34314;7;9;3;7;9
kldb2010;5;34322;8;9;4;8;9
kldb2010;5;34323;8;9;4;8;9
kldb2010;5;34332;7;9;3;8;9
kldb2010;5;34333;7;9;3;8;9
kldb2010;5;34342;7;9;4;7;9
kldb2010;5;34343;7;9;4;7;9
kldb2010;5;34344;7;9;4;7;9
kldb2010;5;34393;7;9;3;8;9
kldb2010;5;41104;3;3;2;3;6
kldb2010;5;41114;3;3;2;3;5
kldb2010;5;41184;3;3;2;3;6
kldb2010;5;41204;4;4;4;4;7
kldb2010;5;41212;4;4;4;4;7
kldb2010;5;41213;4;4;4;4;7
kldb2010;5;41214;4;4;4;4;7
kldb2010;5;41284;4;4;3;4;7
kldb2010;5;41294;4;4;3;4;7
kldb2010;5;41304;4;5;4;4;9
kldb2010;5;41311;5;5;7;5;9
kldb2010;5;41312;5;5;7;5;9
kldb2010;5;41313;5;5;7;5;9
kldb2010;5;41314;5;5;7;5;9
kldb2010;5;41322;4;5;2;4;9
kldb2010;5;41323;4;5;2;4;9
kldb2010;5;41324;4;5;2;4;9
kldb2010;5;41384;4;5;4;4;8
kldb2010;5;41393;5;5;6;5;8
kldb2010;5;41394;5;5;6;5;8
kldb2010;5;41404;4;6;4;3;8
kldb2010;5;41412;5;6;6;3;8
kldb2010;5;41413;5;6;6;3;8
kldb2010;5;41422;5;6;4;4;9
kldb2010;5;41423;5;6;4;4;9
kldb2010;5;41424;5;6;4;4;9
kldb2010;5;41432;5;6;5;4;9
kldb2010;5;41483;5;6;5;4;8
kldb2010;5;41484;5;6;5;4;8
kldb2010;5;42113;2;3;1;3;8
kldb2010;5;42114;;;;3;8
kldb2010;5;42124;2;3;1;3;8
kldb2010;5;42144;2;3;1;3;8
kldb2010;5;42202;2;6;1;4;9
kldb2010;5;42203;2;6;1;4;9
kldb2010;5;42204;2;6;1;4;9
kldb2010;5;42212;3;6;1;4;9
kldb2010;5;42293;;6;;4;9
kldb2010;5;42312;1;3;1;3;6
kldb2010;5;42313;1;3;1;3;6
kldb2010;5;42314;1;3;1;3;6
kldb2010;5;42333;2;3;1;3;7
kldb2010;5;42334;2;3;1;3;7
kldb2010;5;42394;2;3;1;3;7
kldb2010;5;43102;2;1;3;3;2
kldb2010;5;43103;2;1;3;3;2
kldb2010;5;43104;2;1;3;3;2
kldb2010;5;43112;2;1;4;2;1
kldb2010;5;43113;2;1;4;2;1
kldb2010;5;43114;2;1;4;2;1
kldb2010;5;43134;2;1;3;2;1
kldb2010;5;43144;2;1;3;2;1
kldb2010;5;43153;2;1;4;1;1
kldb2010;5;43154;2;1;4;1;1
kldb2010;5;43194;2;1;3;2;1
kldb2010;5;43214;2;1;4;1;1
kldb2010;5;43223;2;1;4;1;1
kldb2010;5;43224;2;1;4;1;1
kldb2010;5;43233;2;1;3;2;1
kldb2010;5;43294;2;1;5;2;1
kldb2010;5;43313;2;2;5;1;2
kldb2010;5;43314;2;2;5;1;2
kldb2010;5;43323;2;2;4;1;1
kldb2010;5;43333;2;2;4;1;1
kldb2010;5;43343;2;2;6;2;1
kldb2010;5;43353;2;2;4;1;1
kldb2010;5;43363;2;2;5;1;1
kldb2010;5;43394;2;2;7;1;1
kldb2010;5;43412;1;1;1;1;1
kldb2010;5;43413;1;1;1;1;1
kldb2010;5;43414;1;1;1;1;1
kldb2010;5;43423;1;1;1;1;1
kldb2010;5;43494;2;1;2;1;1
kldb2010;5;51112;10;10;8;6;9
kldb2010;5;51113;10;10;8;6;9
kldb2010;5;51122;10;10;9;6;9
kldb2010;5;51132;;10;;6;9
kldb2010;5;51134;10;10;9;6;9
kldb2010;5;51212;9;9;7;8;10
kldb2010;5;51222;9;9;7;8;10
kldb2010;5;51242;8;9;7;8;10
kldb2010;5;51293;8;9;7;7;10
kldb2010;5;51311;8;8;8;9;7
kldb2010;5;51312;8;8;8;9;7
kldb2010;5;51321;9;8;10;10;6
kldb2010;5;51322;9;8;10;10;6
kldb2010;5;51332;8;8;9;9;7
kldb2010;5;51393;8;8;7;9;7
kldb2010;5;51394;8;8;7;9;7
kldb2010;5;51412;10;8;10;5;7
kldb2010;5;51422;10;8;10;6;7
kldb2010;5;51493;9;8;10;5;7
kldb2010;5;51503;6;4;9;3;4
kldb2010;5;51504;6;4;9;3;4
kldb2010;5;51512;7;4;10;3;4
kldb2010;5;51522;7;4;10;3;4
kldb2010;5;51523;;4;;3;4
kldb2010;5;51532;7;4;9;3;4
kldb2010;5;51533;7;4;9;3;4
kldb2010;5;51593;7;4;10;4;4
kldb2010;5;51594;7;4;10;4;4
kldb2010;5;51613;4;4;7;4;5
kldb2010;5;51622;4;4;7;4;5
kldb2010;5;51623;4;4;7;4;5
kldb2010;5;51624;4;4;7;4;5
kldb2010;5;51632;4;4;5;4;4
kldb2010;5;51633;4;4;5;4;4
